valor,hora,cidade,anomalia,score
1160,21,1,1,0.10096378152787655
1242,18,6,1,0.13513850833919583
1284,23,7,1,0.048882954437648674
1967,22,6,1,0.07519091120725463
1280,8,4,1,0.11148914959889006
756,19,0,1,0.09553098042969116
1464,22,0,1,0.078351588096773
1108,22,7,1,0.07096097758120967
2470,12,1,1,0.07843622039681464
361,6,6,1,0.060678598956898644
91,22,7,1,0.025404864253592008
1430,7,6,1,0.11130475490275549
115,7,4,1,0.07169512553141866
2482,12,0,1,0.06399658775696238
1097,6,4,1,0.0793488043027718
1021,23,1,1,0.05893182772914063
453,20,7,1,0.08876417998447894
1515,10,4,1,0.1248474345347041
1509,17,4,1,0.14179876350346587
631,11,7,1,0.1037846112315492
982,6,6,1,0.07703976348994823
1169,9,6,1,0.11936890215515567
1597,14,4,1,0.14137525602080797
209,21,4,1,0.08266881760121148
1390,15,1,1,0.13256817447178915
1829,23,0,1,0.043775820916942765
1811,17,1,1,0.1269130035019556
1210,18,7,1,0.110339559919999
664,21,6,1,0.10245657559005106
262,17,1,1,0.10559370425688591
923,10,0,1,0.08842746662935042
617,12,7,1,0.10798027968827861
1950,12,1,1,0.127718859252963
2343,8,1,1,0.056878317706831605
797,19,4,1,0.1271601193596827
1150,18,4,1,0.13335545471779908
2145,11,0,1,0.09272605785214627
1193,22,6,1,0.08767435106136334
1473,10,6,1,0.12544796702900984
560,7,6,1,0.10322139510019274
1688,6,1,1,0.0690668462530607
135,19,0,1,0.053005099832699965
820,20,6,1,0.11781399727314196
1612,19,0,1,0.10755181009578463
694,10,6,1,0.13431027227399644
1400,21,4,1,0.10564407576868406
183,17,6,1,0.10844620615003459
1898,12,1,1,0.1286565738924818
2478,13,0,1,0.06427493827785469
2010,19,6,1,0.11475658172975822
1390,15,7,1,0.12372037646363526
274,6,0,1,0.020934793205607205
1052,18,0,1,0.1148702321675178
2352,14,7,1,0.07280942882307195
1374,10,6,1,0.12796024086894897
390,18,4,1,0.1308216356482662
2305,6,0,1,0.019007538163549387
1335,7,1,1,0.09374542555636811
1829,20,0,1,0.10256973311903994
1258,20,6,1,0.11967697248290743
1730,21,0,1,0.08840337147099075
2154,23,7,1,0.028408612089918517
581,11,1,1,0.12067928098461117
784,11,1,1,0.1273356606551208
22,23,1,1,0.018251917441148402
797,18,7,1,0.11078233790592329
208,18,1,1,0.09145051564434203
1149,12,1,1,0.12949540211917465
1170,23,7,1,0.04521608402142019
1138,19,1,1,0.115582664348656
1136,20,4,1,0.11748743144576157
2289,16,6,1,0.09323737653245312
1907,6,1,1,0.06447793501688648
769,16,6,1,0.1373968987822604
1727,7,6,1,0.10983528643241336
696,12,7,1,0.11103873629364891
112,6,1,1,0.03474083006250128
1035,19,4,1,0.12206567782540545
423,23,6,1,0.05219751684627949
1219,6,7,1,0.053471723909639834
560,6,4,1,0.07434231577167749
2127,20,6,1,0.09598149717602772
765,8,6,1,0.11939999561600073
245,18,1,1,0.09934876631989237
1349,23,4,1,0.0573214203272554
1961,16,7,1,0.10321947499621309
1765,20,7,1,0.10020907017479419
1444,6,6,1,0.0831947333951989
1170,8,0,1,0.07959765827470655
2379,8,0,1,0.05167857191691505
406,19,6,1,0.1143941380824956
1167,8,0,1,0.07959765827470655
1732,13,1,1,0.13459060979933074
1636,21,7,1,0.08582092978015332
67,23,4,1,0.02922596053748594
82,10,6,1,0.0946484566110265
1417,7,7,1,0.06949383929856756
1589,15,7,1,0.1097442779791597
397,22,6,1,0.06992869877179686
1108,17,4,1,0.14031703272546642
253,18,6,1,0.1185477182083326
1654,6,0,1,0.0380538833000762
2032,20,1,1,0.10149511339790968
1721,12,6,1,0.13017346539130525
1951,16,7,1,0.10461783141697167
1352,9,4,1,0.11417211307587555
2004,13,0,1,0.10451045633612444
2033,18,0,1,0.10647987820685151
1105,17,1,1,0.13009686858436081
488,10,1,1,0.10955969158600964
1839,22,7,1,0.07194911132833004
2224,11,6,1,0.11160894806182237
1444,8,7,1,0.07880677262116631
1348,8,1,1,0.10237102870150872
2250,11,7,1,0.08143909961965623
978,12,0,1,0.11128397347826757
1768,13,4,1,0.13540367902913658
152,16,1,1,0.09190949134177517
244,11,4,1,0.1158574163945365
413,20,7,1,0.08536672266999257
2054,11,7,1,0.09620648428528816
1981,16,4,1,0.13489560544579543
854,8,0,1,0.07876337268720224
448,15,7,1,0.10737483169960055
2484,23,1,1,0.015332237734548282
255,18,1,1,0.0996841020409629
1862,6,6,1,0.07314702388747385
1018,14,7,1,0.12232716353373435
105,10,0,1,0.040236885875849615
1471,12,7,1,0.11479198355197084
1590,22,7,1,0.06606985042445879
52,17,6,1,0.08853957986232375
2083,11,1,1,0.1209470583441481
2161,20,1,1,0.09237399369058918
1742,10,4,1,0.11805694624726687
403,12,6,1,0.12514342942437934
1917,23,0,1,0.03611420683142086
466,16,1,1,0.12721107944729132
775,23,1,1,0.06110360179901908
2092,8,0,1,0.07562854345096681
2033,17,1,1,0.11943977388708049
1044,21,7,1,0.0881850321155504
1134,22,0,1,0.06929970427112275
1555,17,1,1,0.12868351880883983
2057,11,1,1,0.12162879528758203
1241,11,6,1,0.13403463867306115
2421,17,0,1,0.0675941491819565
384,14,0,1,0.09615149197800127
491,8,7,1,0.07296652090803668
210,17,6,1,0.11053234046154398
309,20,1,1,0.09491087842434742
1859,13,4,1,0.13360646856021152
2493,21,0,1,0.036113982401046685
2270,21,1,1,0.07137414152319721
1033,13,4,1,0.13457381783024835
1885,15,1,1,0.12741581871713137
2323,9,1,1,0.07058453160368838
995,15,7,1,0.1212008852861653
2305,20,0,1,0.06463812246017298
342,12,7,1,0.09617262111689717
793,23,0,1,0.03034818656633187
1813,7,6,1,0.10479270389793066
2405,14,6,1,0.08862523790208499
1677,19,0,1,0.10889718929565328
1908,12,1,1,0.1286565738924818
414,13,0,1,0.0961475498014282
260,10,1,1,0.095403371058292
177,13,1,1,0.1040086517636511
1890,21,7,1,0.09056759835126549
1183,16,1,1,0.12874562577470122
1895,16,7,1,0.10618848619478999
352,8,4,1,0.0978920654557715
64,8,4,1,0.08270737127522232
669,8,4,1,0.11741590878779751
793,18,4,1,0.13707932291377112
1878,17,4,1,0.13559795029313443
1682,7,4,1,0.09535243142586647
111,22,6,1,0.04684872357654135
479,12,0,1,0.09657792241507551
1568,6,1,1,0.07159612920339475
1906,10,0,1,0.08930198960749358
654,23,7,1,0.04459235486248103
715,17,0,1,0.1007460556310984
815,23,0,1,0.03253151119813158
985,16,0,1,0.10935300405465326
598,21,4,1,0.10622516898489298
1796,10,6,1,0.11996841450954532
390,22,4,1,0.07748068156707444
241,12,4,1,0.12579865199423873
2082,21,6,1,0.09270090724124924
298,8,7,1,0.0689121668974847
2397,16,4,1,0.10379689725942953
1519,11,7,1,0.10508947166474636
1761,13,1,1,0.13418741608865814
756,17,7,1,0.11412660017275283
2401,14,6,1,0.08862523790208499
293,22,1,1,0.0645770080582031
2197,13,0,1,0.09239382285642517
743,15,4,1,0.15009252105897902
608,10,6,1,0.13197470935757138
1068,21,0,1,0.0799909412072225
1709,21,7,1,0.08705715532116653
1291,6,1,1,0.07000537000344487
2124,16,0,1,0.09951641172240006
2316,20,6,1,0.07484497303483284
1061,22,6,1,0.09096912623015951
1016,14,7,1,0.12232716353373435
2123,13,6,1,0.11640672990193601
1925,11,0,1,0.10583194831677761
2319,12,6,1,0.09709334336120923
563,7,0,1,0.058217455335160984
1719,16,1,1,0.1317516416778331
828,16,4,1,0.14707117018151
1028,10,6,1,0.13232729422920947
1333,7,4,1,0.1051316118332209
1453,17,0,1,0.1136612581096148
1403,11,6,1,0.13653175005315998
269,10,0,1,0.06311475696673707
1641,11,1,1,0.13064240411042294
1402,17,6,1,0.12946720807340356
1892,7,4,1,0.09184156672506394
660,21,7,1,0.0777032502359647
610,6,4,1,0.07728823333055179
1925,14,1,1,0.13012901515729303
1505,20,7,1,0.10169940524857723
897,18,0,1,0.10911467758074372
2410,13,6,1,0.08443285861284788
1349,12,4,1,0.1423371210349651
2263,19,7,1,0.07491077364023424
1385,19,4,1,0.12604405756816922
1886,7,0,1,0.07031114914434111
1441,11,0,1,0.10339784717880235
1715,21,0,1,0.08780340472120318
2094,13,7,1,0.09833671000441979
1737,7,1,1,0.09545111510130183
1213,6,0,1,0.03573596787389388
2351,18,4,1,0.09833391012945075
1070,12,1,1,0.13273428097783513
1394,14,6,1,0.14283713794240815
916,14,1,1,0.1341034676257103
1708,18,1,1,0.12340121522623987
138,8,4,1,0.0913458835994202
1673,14,7,1,0.11541747619844678
2138,20,0,1,0.07880187158750218
350,14,1,1,0.12163935528268427
2068,16,6,1,0.11436997141779476
1065,18,1,1,0.12261369759770224
439,12,7,1,0.10059443157607845
1304,8,1,1,0.10083316287284677
2030,19,1,1,0.10121534361762397
1384,10,4,1,0.12804231339181993
238,15,7,1,0.09083802139155239
25,21,4,1,0.06504028531840933
2258,16,7,1,0.07795623968068444
1466,6,1,1,0.074709396566364
610,8,6,1,0.11549884765199087
774,21,1,1,0.10012706584979258
394,10,7,1,0.0880934728413929
2237,22,7,1,0.04115974468518446
1514,13,7,1,0.12026619291684482
221,16,6,1,0.10913142421220007
2085,17,7,1,0.095046649334254
1677,8,0,1,0.08896072088968865
892,14,4,1,0.1434666093129649
1454,11,1,1,0.1301727974680632
52,19,4,1,0.08707362291533571
1843,18,1,1,0.1232705589364338
1283,19,6,1,0.12757376010373916
472,20,4,1,0.11598997526814875
1191,15,7,1,0.1198558399154594
806,11,1,1,0.1273281704413734
518,17,6,1,0.13058618879465173
2188,18,6,1,0.09833733271460637
1794,20,6,1,0.10751653066325789
833,13,1,1,0.13703988451551763
1291,16,7,1,0.11130617424908806
907,22,1,1,0.0843776790350319
1474,14,7,1,0.12051665009528745
1956,14,4,1,0.13350237622627997
1534,20,1,1,0.11268984645161872
94,14,4,1,0.11194745089097252
600,22,4,1,0.08297662662586058
412,20,0,1,0.08090935309323499
1984,6,1,1,0.061879438266409736
138,17,7,1,0.07641967584485931
2292,11,6,1,0.10103108942689792
1174,12,4,1,0.14216431767230692
349,9,1,1,0.08919938991227572
1981,12,7,1,0.10322470108536314
1675,7,6,1,0.11388658402540602
2254,21,7,1,0.060293313397360104
717,10,6,1,0.13488727182204424
51,21,4,1,0.06600897391829363
363,11,1,1,0.10992052987092243
1612,23,7,1,0.03755807857750737
1418,7,1,1,0.09733063674983711
851,10,4,1,0.13474641265816845
919,19,1,1,0.10818781721495074
821,9,6,1,0.13007370592974404
743,10,6,1,0.13554045124577185
974,16,6,1,0.13491830694565599
1831,18,6,1,0.11912248770291833
697,15,4,1,0.15068734972426046
495,14,7,1,0.11256186419373815
738,7,1,1,0.08495524533474774
2169,9,7,1,0.07413499990525785
78,20,6,1,0.07128839314117486
2423,12,4,1,0.08994568034294004
2276,6,0,1,0.01822739654715111
1518,14,6,1,0.1378362539659016
2397,12,1,1,0.08205478694070423
643,14,1,1,0.1369877420868313
1864,22,7,1,0.0718442314719745
1319,14,7,1,0.12710251775375864
2406,11,0,1,0.06680685053860236
2229,23,6,1,0.031174415707782455
1042,7,1,1,0.08479207878561423
1185,22,0,1,0.07185247623473379
1934,10,1,1,0.1155280206697385
2227,17,0,1,0.0893365837420812
303,19,6,1,0.10832681272824579
2360,8,7,1,0.04238705501687601
1383,13,0,1,0.11276263849285556
1648,7,6,1,0.1117438919827824
347,12,7,1,0.09617262111689717
1725,12,4,1,0.13274677445237842
975,9,7,1,0.09213427894747173
2133,20,6,1,0.09612471081292867
286,7,6,1,0.08949680284364248
856,14,1,1,0.13654718280488892
2357,12,4,1,0.09747199168757564
950,11,7,1,0.1080641193910335
77,17,6,1,0.09419708131679938
2422,22,1,1,0.046684080141520035
473,19,0,1,0.09372165328349524
2449,16,7,1,0.055457250818576775
1567,19,7,1,0.1054364842699953
1876,6,7,1,0.04827923906068032
1189,13,7,1,0.1204993559981758
1368,21,0,1,0.0903698117181313
251,6,6,1,0.059167412506412
2279,7,1,1,0.0571346723741728
791,20,7,1,0.09344442811316633
761,14,4,1,0.14636304070404882
1527,20,1,1,0.11268984645161872
298,9,0,1,0.061801244480918394
381,13,7,1,0.10004767641106299
1072,23,6,1,0.06529801498979793
1625,13,0,1,0.11561039999048334
1246,10,7,1,0.09596150299909079
1356,19,7,1,0.10756740929649267
2228,13,1,1,0.10344781349761967
2418,11,4,1,0.08876608682866916
286,12,0,1,0.08074051113712322
297,18,1,1,0.10366580330598302
1793,7,4,1,0.09233985328010486
996,23,7,1,0.04767201113801278
1547,20,7,1,0.09818372242839224
616,16,1,1,0.13181487676618325
1383,16,1,1,0.12932972037458074
1943,10,1,1,0.11454582959581572
2275,10,6,1,0.09885832345037421
1099,8,1,1,0.09602920407401044
1491,18,1,1,0.1233775138433632
1294,11,6,1,0.1344782143913364
61,16,0,1,0.05149705744603006
559,12,6,1,0.1354453458370769
730,8,4,1,0.11540965612603132
870,22,4,1,0.0804732573343846
1535,21,0,1,0.08952867183745084
175,14,4,1,0.12255186987699945
1941,13,7,1,0.10943119553649172
2415,9,0,1,0.05092177462354541
794,19,7,1,0.10744401418600891
846,13,1,1,0.13708006824263058
396,20,4,1,0.113375573598132
2400,10,1,1,0.06851011477194258
2299,10,0,1,0.064712151194659
2097,8,4,1,0.09468639981815419
573,6,1,1,0.054359937266305836
1612,13,6,1,0.13135707548951742
2314,21,7,1,0.05109190842080957
2010,11,4,1,0.12520184702713627
1817,10,4,1,0.1160896932447415
78,16,7,1,0.06575937290006229
2067,17,1,1,0.11811595495640276
229,21,7,1,0.056784202039599
1294,17,0,1,0.11621038053956195
2213,22,4,1,0.06671622131219157
1844,6,4,1,0.06495073115276895
1053,13,6,1,0.13981775755367576
1658,13,4,1,0.136633502062661
160,11,0,1,0.05634528394792515
1995,18,7,1,0.1037692533236445
464,6,0,1,0.026248394361549576
584,19,6,1,0.12205141916868639
961,17,6,1,0.13617550387084992
1177,7,6,1,0.10953919661898326
1250,14,0,1,0.11290844745694184
785,21,7,1,0.08078768717708062
1573,22,6,1,0.07867294627736576
1983,12,7,1,0.10372343800502931
1183,6,7,1,0.0511646151783266
475,16,7,1,0.10230400387648642
815,23,0,1,0.03253151119813158
192,15,7,1,0.08448275235637626
850,12,1,1,0.13764099660675821
1065,20,0,1,0.09454186636614959
167,6,7,1,0.027575793103520763
103,20,4,1,0.08931879214699301
1628,8,0,1,0.08873528335815128
387,9,4,1,0.10963355637632899
838,12,1,1,0.13782531090255107
782,13,6,1,0.14626757536054585
1947,19,7,1,0.10676561643984972
208,7,7,1,0.048684555477285674
153,7,4,1,0.07778155743395909
1099,13,1,1,0.13227256645364338
217,7,7,1,0.04980134584727214
494,8,7,1,0.07296652090803668
43,18,4,1,0.0960054006134532
266,18,1,1,0.1001383667471783
1937,20,0,1,0.09366051246823859
398,12,4,1,0.13913290237847242
533,19,0,1,0.08991311102768385
227,15,4,1,0.1240693710023833
401,16,0,1,0.09515726167353078
2060,21,7,1,0.0781597954519454
1329,15,7,1,0.12245875789221439
1001,22,6,1,0.08907096134565362
1166,11,6,1,0.13075268218386032
880,10,0,1,0.0879929227900671
106,7,0,1,0.03070636472298205
1319,20,7,1,0.10095800860605358
1045,22,1,1,0.08884747515724634
1310,6,1,1,0.07186426025634807
247,20,7,1,0.07558871002822154
985,23,4,1,0.059038014741585765
562,17,0,1,0.10007127569411745
709,12,4,1,0.14780658050334694
2314,12,1,1,0.09329446859598722
2138,13,0,1,0.09583853568360123
943,11,4,1,0.140419396533436
1147,9,1,1,0.10216152161887526
2083,9,1,1,0.10132722872695976
2079,22,1,1,0.07330528607532216
2312,21,4,1,0.08055581946898382
1933,21,6,1,0.09400381642289224
638,16,4,1,0.14924704110870646
2059,16,0,1,0.10871545770247348
964,7,6,1,0.10884800942736572
390,9,7,1,0.0799818195875317
2080,14,4,1,0.12889496889407026
2060,15,1,1,0.11987379044030838
266,13,1,1,0.11578978884037455
595,12,1,1,0.13183579233353399
2082,17,4,1,0.12706968048058187
337,16,4,1,0.13022429083324838
2133,17,6,1,0.1056831604471527
1355,15,4,1,0.14721397202637587
1923,12,0,1,0.11343275005794506
1559,21,0,1,0.09229682340116463
791,23,6,1,0.06837380632090984
1320,11,6,1,0.13485438206788436
261,9,6,1,0.11143847588133426
1516,17,4,1,0.14285437190373634
863,10,6,1,0.13573156035298534
2132,16,4,1,0.12091732406684319
1349,22,0,1,0.07871231467123863
1812,17,7,1,0.10469146656519462
1508,23,4,1,0.059028098387647665
2329,16,4,1,0.11022441630771629
2202,6,7,1,0.03268776947092289
1515,12,4,1,0.1416912011694625
616,23,4,1,0.06294156129101136
2244,14,0,1,0.08984391139225323
593,17,4,1,0.14309675410641587
988,18,0,1,0.11122663922332282
2393,23,7,1,0.0057028516548980335
686,11,7,1,0.10705815683230452
445,13,7,1,0.10389367325416898
749,12,1,1,0.13836944103184373
282,16,6,1,0.11404834916948697
1199,17,7,1,0.11176908950963066
592,17,7,1,0.10399106533195052
1478,16,6,1,0.1305226401314401
2041,15,4,1,0.13589611275751756
1114,6,7,1,0.05423772330288412
1141,13,1,1,0.1319887350315631
1880,23,4,1,0.0535527794841365
2444,19,0,1,0.05221186006529366
2093,17,7,1,0.09579298499421607
664,11,4,1,0.1415119935448031
2394,22,1,1,0.04909215934437716
1940,10,4,1,0.11700363841397249
747,7,1,1,0.086091802792853
633,17,1,1,0.12325758284039129
1520,15,0,1,0.11248603654657185
1576,11,4,1,0.13168445333408352
1925,17,0,1,0.11064904731530156
746,13,7,1,0.11539626107357442
1607,10,0,1,0.09320275568199954
579,20,4,1,0.11916955314044558
1573,18,7,1,0.1023761505507863
880,22,1,1,0.0843776790350319
322,6,7,1,0.03302988980266064
1621,13,1,1,0.13475852657330578
2445,12,6,1,0.08659285196111233
199,15,0,1,0.0740494251283953
580,9,4,1,0.12046386271481552
2206,13,6,1,0.10872093132142568
1259,12,7,1,0.11498243178677309
1787,22,6,1,0.08246166121539866
872,9,1,1,0.10526677409770885
1791,14,0,1,0.1159586972972263
917,6,4,1,0.07657545011463918
2090,12,0,1,0.10556530875997128
588,11,1,1,0.11954331596800216
590,14,7,1,0.11426148682143844
1839,11,4,1,0.1295051530222185
835,10,0,1,0.08623027714579068
381,15,7,1,0.0993782757677606
1110,6,4,1,0.0799440454701823
566,7,1,1,0.08123431179587781
968,14,6,1,0.14177045498928126
1019,10,1,1,0.11991357154529148
2220,22,0,1,0.05302728264080281
563,13,4,1,0.14247774099735894
1679,13,1,1,0.13559299670757669
770,8,1,1,0.09915883851535473
617,20,1,1,0.10689700041991962
1220,13,7,1,0.12043274955584649
2300,9,7,1,0.061885318967796366
1859,11,0,1,0.10780662617856301
1068,12,1,1,0.13273428097783513
1559,7,6,1,0.10761774469145496
1174,19,6,1,0.12348738120536157
732,16,6,1,0.13676972780211422
366,13,0,1,0.09263097432329481
1282,13,0,1,0.11547783451874549
141,10,4,1,0.10738788793460274
469,12,7,1,0.10413039577098837
1296,8,0,1,0.08537754503780592
95,20,1,1,0.06955399046149846
2151,19,7,1,0.09315224275007505
2258,9,4,1,0.09249840929086939
1582,20,4,1,0.11731561105894456
260,23,7,1,0.02104468893951239
1193,19,7,1,0.10569303066069724
829,10,7,1,0.09915866547719365
2415,15,7,1,0.060339541710875966
1811,22,1,1,0.08921420440267858
101,7,1,1,0.05772375444413813
825,13,1,1,0.1373441024240593
1458,20,0,1,0.10131362235959174
236,20,1,1,0.0892648840230551
322,11,1,1,0.1041046338208989
110,23,0,1,0.004824209976078575
2452,10,1,1,0.0673358726992801
2198,17,4,1,0.11539066732100617
1644,8,0,1,0.08873528335815128
99,14,7,1,0.07495727943175334
530,18,6,1,0.1300320791899809
1439,6,1,1,0.07493620510529031
1202,22,1,1,0.08675501921171291
1239,13,4,1,0.13793475449505826
850,6,1,1,0.06139099513970803
853,9,1,1,0.10724427580978385
33,14,4,1,0.10480226703813667
2186,20,1,1,0.09074105485781225
849,22,7,1,0.0668958842723878
633,17,7,1,0.1043387844608833
1496,21,1,1,0.09922986781164744
2423,9,0,1,0.05062984695363004
1983,13,6,1,0.1253422548400535
1954,12,0,1,0.10964700560192753
1142,20,1,1,0.1141103577703712
370,22,0,1,0.04372301094052511
848,15,7,1,0.11688956986176957
1254,23,0,1,0.03999142456460292
1447,21,6,1,0.09793150290250302
1527,23,4,1,0.0601774460063057
376,19,4,1,0.12418434163561837
1108,11,0,1,0.09833224051880496
2102,23,4,1,0.04317889149699439
337,8,1,1,0.08260425692024242
1196,17,4,1,0.13874454707470624
1286,23,4,1,0.057555806631607975
246,7,4,1,0.08355682950449494
50,8,4,1,0.07877585972340995
1426,12,7,1,0.11185930643190928
1423,14,0,1,0.1110389813473383
2238,11,0,1,0.08912992072797898
880,7,0,1,0.06381678549664627
1110,6,6,1,0.08712957100076024
1959,15,1,1,0.12246769505643251
2395,13,0,1,0.06921037642110262
76,21,4,1,0.07149927555948232
1809,21,7,1,0.09105173099601838
1907,20,7,1,0.10032425999940964
1906,10,7,1,0.09318734448232535
1114,16,4,1,0.14055914474384795
1937,17,7,1,0.10370196399983944
776,17,4,1,0.14601863122394287
1673,7,1,1,0.09786632693450736
603,15,7,1,0.11250928846406982
108,19,0,1,0.05040961483401574
541,14,0,1,0.1012909703239353
2029,7,4,1,0.08662266676600294
629,17,4,1,0.14367219491026967
2007,19,7,1,0.10768951085988449
623,16,0,1,0.10531049196490161
1461,15,1,1,0.1347903620433646
1832,21,7,1,0.09098060872188107
1232,8,0,1,0.08389042842408578
2323,16,7,1,0.06916931924407466
2342,16,1,1,0.08816013052117233
1444,6,4,1,0.08017960350133968
810,19,0,1,0.09572572768561816
2227,22,1,1,0.06416524913621502
1441,13,7,1,0.11534659086136051
1686,16,6,1,0.12662719241702547
1034,21,6,1,0.10778813385988278
584,13,6,1,0.1385643296880622
381,9,1,1,0.09485241104768027
1460,23,4,1,0.05955465930707393
1225,17,1,1,0.1246579052750646
2093,16,7,1,0.09629520944205117
1408,17,0,1,0.11288688459589175
1210,21,0,1,0.08797443434086827
805,16,1,1,0.1334017412886344
2014,6,7,1,0.04480762496842983
1032,10,4,1,0.12959106557551275
846,19,7,1,0.10702543942613424
1278,20,7,1,0.10174454418060774
616,21,4,1,0.10677902374365711
861,17,1,1,0.12796692269356325
1508,22,1,1,0.08829776316487115
2400,14,1,1,0.08345566937712434
2025,20,4,1,0.1102481328773896
404,8,4,1,0.10536715683804254
1010,10,0,1,0.08603708760082274
2151,20,6,1,0.0952100290955934
293,14,6,1,0.12172134734380063
649,19,7,1,0.10020016732428699
1695,20,1,1,0.11228732335020347
1155,9,0,1,0.08372294859712015
1921,18,0,1,0.10947883135860903
206,8,6,1,0.1004730453694489
127,18,4,1,0.11155955907666387
1830,10,7,1,0.09376039299368422
1682,13,1,1,0.13433708521183924
1740,6,0,1,0.03538898342932961
2133,8,6,1,0.09754976915830771
382,14,4,1,0.1387831728970711
2127,22,0,1,0.056726030700873786
1471,13,6,1,0.13895382485852248
1267,13,0,1,0.115046974723584
609,18,4,1,0.13493490462618035
210,21,1,1,0.07284278599950311
1853,19,6,1,0.11834683453536726
407,16,7,1,0.09544711028743663
142,14,1,1,0.09579894815592266
471,22,6,1,0.07207101886841638
1672,6,7,1,0.053971744441981495
2150,8,6,1,0.09693791555708486
1466,16,4,1,0.14147297389724967
2348,21,1,1,0.057147289502335274
1388,6,6,1,0.08464826759002952
2338,13,4,1,0.10003606556344613
2253,13,0,1,0.09113140900194117
1307,20,7,1,0.10055413949440978
1452,22,0,1,0.0773015560640713
1995,19,7,1,0.10808755343013066
1914,11,0,1,0.1055007735518288
1058,15,7,1,0.120334397531625
1045,14,1,1,0.13227198714516253
1602,22,7,1,0.06499486410783095
1355,8,0,1,0.08953990150115576
160,7,0,1,0.03787034107219123
2283,19,0,1,0.06862349104728005
108,20,6,1,0.07123581224701059
2124,21,0,1,0.07031803854887064
2124,20,1,1,0.09619585420318899
2303,18,1,1,0.08979854229372985
471,23,1,1,0.060106927237435714
373,14,0,1,0.09622150529897877
2109,16,0,1,0.10094893428296214
1351,12,1,1,0.13544037779768425
1466,23,7,1,0.046817560242018885
457,11,4,1,0.1299428613343177
2179,19,7,1,0.08455313739942039
238,7,7,1,0.04943224871603691
2183,15,1,1,0.10515111615517114
436,6,1,1,0.05376768645891483
718,14,7,1,0.118619627870853
159,20,1,1,0.0791602179379799
243,16,0,1,0.07977837150130551
2127,12,0,1,0.10008881592234897
1247,19,4,1,0.12432278416810916
1276,23,0,1,0.041547234062406346
1731,12,0,1,0.11573679999390851
595,12,7,1,0.10722282575649905
853,23,4,1,0.06145968321082329
847,23,6,1,0.06997172663867723
605,8,4,1,0.1157247430580014
1865,12,6,1,0.12845668901743146
1816,22,0,1,0.08043444241745912
1594,12,6,1,0.1297376630928745
372,10,6,1,0.11427949266263415
424,16,1,1,0.1257347102998998
1058,22,4,1,0.08308673391045651
2298,16,0,1,0.08439845368281185
527,9,4,1,0.11792001295310761
993,19,4,1,0.12054447311918881
828,7,0,1,0.06285308912118748
741,17,1,1,0.1283131019439941
1854,23,7,1,0.04542905003518938
2131,15,6,1,0.11525861094964757
123,21,1,1,0.06068493756915172
2496,8,6,1,0.0692270375050189
1216,13,4,1,0.14130871039476345
2134,19,4,1,0.1072337848574948
85,23,4,1,0.029688504319050457
1301,9,7,1,0.08706180180733847
738,21,4,1,0.10616764809645185
1047,10,0,1,0.08861692854686787
1640,10,6,1,0.12358442943976489
850,18,4,1,0.13536192125852126
137,8,1,1,0.06432384580178108
1501,15,0,1,0.11425900434253594
1054,14,7,1,0.12429559520334665
1875,7,1,1,0.08909726245916616
2215,13,0,1,0.09250504799011827
964,15,4,1,0.14550921761381808
1154,10,7,1,0.09394981396835977
887,10,4,1,0.1337986888465298
316,19,7,1,0.09013684471580752
1896,18,0,1,0.1117058459249573
392,13,1,1,0.12724166195241848
2361,19,7,1,0.06881630898783653
808,6,6,1,0.08168987242050196
928,22,7,1,0.06755676654190057
2351,22,0,1,0.03270359008157897
845,18,7,1,0.10902440845916467
2360,8,1,1,0.05695384140709825
1310,21,6,1,0.10493875216816467
25,7,6,1,0.07379024264277823
1182,6,1,1,0.06584817115936537
2436,14,1,1,0.07991928353431788
724,9,7,1,0.09184935253884718
1872,11,0,1,0.10623965859765411
1151,7,1,1,0.08788718854958244
2499,6,4,1,0.04148805983046455
205,21,1,1,0.07326928341457428
1454,15,4,1,0.14723593819232716
691,22,1,1,0.08327361725748861
1635,8,6,1,0.11612902595859914
405,14,7,1,0.10788668415703301
184,22,4,1,0.06293310439525646
1321,11,1,1,0.12797400722065866
263,19,6,1,0.10875262636175154
2358,18,7,1,0.06635438847099628
874,10,4,1,0.1337986888465298
404,16,4,1,0.14036149136304077
1625,8,0,1,0.08902814210838628
1726,10,0,1,0.09220351694561002
1958,9,7,1,0.08341844004813015
1498,7,7,1,0.06912973045019866
1419,21,6,1,0.10198955695050671
2191,19,1,1,0.09049603754687852
1011,8,4,1,0.11045971214011197
1156,17,6,1,0.13010000334536254
1822,14,0,1,0.11489133324381268
883,11,0,1,0.09975836945089989
1613,15,1,1,0.13056006323416336
525,18,4,1,0.13373814811658197
665,21,6,1,0.10284864294929102
1108,14,4,1,0.1386188230134346
1873,13,6,1,0.13142452354696116
411,18,0,1,0.09588642481879317
1821,9,0,1,0.0893422054385904
1557,12,6,1,0.13204873581847149
1993,13,0,1,0.10665712084671242
1835,6,7,1,0.04725065166621434
405,7,7,1,0.05156690808151165
1813,6,6,1,0.07547968114275272
1911,11,0,1,0.10583194831677761
1246,21,6,1,0.1036992021404628
899,21,0,1,0.07930173183004696
841,7,4,1,0.1046108478671306
1134,10,4,1,0.12984132695116574
450,13,0,1,0.09677230531911585
2067,12,0,1,0.10713091424075777
2338,23,7,1,0.01026160678337873
